source,stage_id,stage_name,metric,run_stage_count,nonzero_ratio,p50,p95,max
AgentRewardBench,S4,action_decision,runtime_log_bytes,1302,0.0,0.0,0.0,0.0
AgentRewardBench,S4,action_decision,screenshot_bytes,1302,0.0,0.0,0.0,0.0
AgentRewardBench,S4,action_decision,tool_call_count,1302,0.0,0.0,0.0,0.0
AgentRewardBench,S4,action_decision,tool_payload_bytes,1302,1.0,387.0,1101.0,12398.0
AgentRewardBench,S5,actuation_browser_gui,context_bytes,1302,0.0,0.0,0.0,0.0
AgentRewardBench,S5,actuation_browser_gui,event_count,1302,1.0,31.0,31.0,31.0
AgentRewardBench,S5,actuation_browser_gui,llm_total_tokens,1302,0.0,0.0,0.0,0.0
AgentRewardBench,S5,actuation_browser_gui,recovery_count,1302,0.0,0.0,0.0,0.0
AgentRewardBench,S5,actuation_browser_gui,runtime_log_bytes,1302,0.0,0.0,0.0,0.0
AgentRewardBench,S5,actuation_browser_gui,screenshot_bytes,1302,0.0,0.0,0.0,0.0
AgentRewardBench,S5,actuation_browser_gui,tool_call_count,1302,0.0,0.0,0.0,0.0
AgentRewardBench,S5,actuation_browser_gui,tool_payload_bytes,1302,1.0,387.0,1101.0,12398.0
AgentRewardBench,S6,environment_result_wait,context_bytes,1302,0.0,0.0,0.0,0.0
AgentRewardBench,S6,environment_result_wait,event_count,1302,1.0,31.0,31.0,31.0
AgentRewardBench,S6,environment_result_wait,llm_total_tokens,1302,0.0,0.0,0.0,0.0
AgentRewardBench,S6,environment_result_wait,recovery_count,1302,1.0,30.0,41.0,66.0
AgentRewardBench,S6,environment_result_wait,runtime_log_bytes,1302,0.0,0.0,0.0,0.0
AgentRewardBench,S6,environment_result_wait,screenshot_bytes,1302,0.0,0.0,0.0,0.0
AgentRewardBench,S6,environment_result_wait,tool_call_count,1302,0.0,0.0,0.0,0.0
AgentRewardBench,S6,environment_result_wait,tool_payload_bytes,1302,0.0,0.0,0.0,0.0
AgentRewardBench,S7,feedback_error_recovery,context_bytes,601,0.0,0.0,0.0,0.0
AgentRewardBench,S7,feedback_error_recovery,event_count,601,1.0,2.0,19.0,30.0
AgentRewardBench,S7,feedback_error_recovery,llm_total_tokens,601,0.0,0.0,0.0,0.0
AgentRewardBench,S7,feedback_error_recovery,recovery_count,601,1.0,4.0,37.0,65.0
AgentRewardBench,S7,feedback_error_recovery,runtime_log_bytes,601,0.0,0.0,0.0,0.0
AgentRewardBench,S7,feedback_error_recovery,screenshot_bytes,601,0.0,0.0,0.0,0.0
AgentRewardBench,S7,feedback_error_recovery,tool_call_count,601,0.0,0.0,0.0,0.0
AgentRewardBench,S7,feedback_error_recovery,tool_payload_bytes,601,0.0,0.0,0.0,0.0
AgentRewardBench,S8,validation_finalization,context_bytes,1302,0.0,0.0,0.0,0.0
AgentRewardBench,S8,validation_finalization,event_count,1302,1.0,1.0,1.0,1.0
AgentRewardBench,S8,validation_finalization,llm_total_tokens,1302,0.0,0.0,0.0,0.0
AgentRewardBench,S8,validation_finalization,recovery_count,1302,0.0,0.0,0.0,0.0
AgentRewardBench,S8,validation_finalization,runtime_log_bytes,1302,0.0,0.0,0.0,0.0
AgentRewardBench,S8,validation_finalization,screenshot_bytes,1302,0.0,0.0,0.0,0.0
AgentRewardBench,S8,validation_finalization,tool_call_count,1302,0.0,0.0,0.0,0.0
AgentRewardBench,S8,validation_finalization,tool_payload_bytes,1302,0.0,0.0,0.0,0.0
OSWorld-Verified,S0,setup,context_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S0,setup,event_count,15558,1.0,1.0,3.0,3.0
OSWorld-Verified,S0,setup,llm_total_tokens,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S0,setup,recovery_count,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S0,setup,runtime_log_bytes,15558,0.9506363285769379,22917.0,281859.0499999999,1392693.0
OSWorld-Verified,S0,setup,screenshot_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S0,setup,tool_call_count,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S0,setup,tool_payload_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S1,goal_interpretation_planning,context_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S1,goal_interpretation_planning,event_count,15558,1.0,1.0,3.0,3.0
OSWorld-Verified,S1,goal_interpretation_planning,llm_total_tokens,15558,0.48675922355058493,0.0,2234.0,2876.0
OSWorld-Verified,S1,goal_interpretation_planning,recovery_count,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S1,goal_interpretation_planning,runtime_log_bytes,15558,0.9506363285769379,22917.0,281859.0499999999,1392693.0
OSWorld-Verified,S1,goal_interpretation_planning,screenshot_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S1,goal_interpretation_planning,tool_call_count,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S1,goal_interpretation_planning,tool_payload_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S2,observation_capture,context_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S2,observation_capture,event_count,15558,1.0,15.0,100.0,300.0
OSWorld-Verified,S2,observation_capture,llm_total_tokens,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S2,observation_capture,recovery_count,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S2,observation_capture,runtime_log_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S2,observation_capture,screenshot_bytes,15558,0.9971718729913871,5082684.0,38430109.54999998,214119288.0
OSWorld-Verified,S2,observation_capture,tool_call_count,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S2,observation_capture,tool_payload_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S3,context_building,context_bytes,15558,0.9971718729913871,5082684.0,38430109.54999998,214119288.0
OSWorld-Verified,S3,context_building,event_count,15558,1.0,15.0,100.0,300.0
OSWorld-Verified,S3,context_building,llm_total_tokens,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S3,context_building,recovery_count,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S3,context_building,runtime_log_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S3,context_building,screenshot_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S3,context_building,tool_call_count,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S3,context_building,tool_payload_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S4,action_decision,context_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S4,action_decision,event_count,15558,1.0,15.0,100.0,300.0
OSWorld-Verified,S4,action_decision,llm_total_tokens,15558,0.48675922355058493,0.0,55061.899999999994,292848.0
OSWorld-Verified,S4,action_decision,recovery_count,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S4,action_decision,runtime_log_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S4,action_decision,screenshot_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S4,action_decision,tool_call_count,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S4,action_decision,tool_payload_bytes,15558,0.9971718729913871,1646.0,14774.749999999998,980655.0
OSWorld-Verified,S5,actuation_desktop_gui,context_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S5,actuation_desktop_gui,event_count,15558,1.0,15.0,100.0,300.0
OSWorld-Verified,S5,actuation_desktop_gui,llm_total_tokens,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S5,actuation_desktop_gui,recovery_count,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S5,actuation_desktop_gui,runtime_log_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S5,actuation_desktop_gui,screenshot_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S5,actuation_desktop_gui,tool_call_count,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S5,actuation_desktop_gui,tool_payload_bytes,15558,0.9971718729913871,1646.0,14774.749999999998,980655.0
OSWorld-Verified,S6,environment_result_wait,context_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S6,environment_result_wait,event_count,15558,1.0,15.0,100.0,300.0
OSWorld-Verified,S6,environment_result_wait,llm_total_tokens,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S6,environment_result_wait,recovery_count,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S6,environment_result_wait,runtime_log_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S6,environment_result_wait,screenshot_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S6,environment_result_wait,tool_call_count,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S6,environment_result_wait,tool_payload_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S7,feedback_error_recovery,context_bytes,1670,0.0,0.0,0.0,0.0
OSWorld-Verified,S7,feedback_error_recovery,event_count,1670,1.0,3.0,33.0,190.0
OSWorld-Verified,S7,feedback_error_recovery,llm_total_tokens,1670,0.0,0.0,0.0,0.0
OSWorld-Verified,S7,feedback_error_recovery,recovery_count,1670,1.0,3.0,33.0,190.0
OSWorld-Verified,S7,feedback_error_recovery,runtime_log_bytes,1670,0.0,0.0,0.0,0.0
OSWorld-Verified,S7,feedback_error_recovery,screenshot_bytes,1670,0.0,0.0,0.0,0.0
OSWorld-Verified,S7,feedback_error_recovery,tool_call_count,1670,0.0,0.0,0.0,0.0
OSWorld-Verified,S7,feedback_error_recovery,tool_payload_bytes,1670,0.0,0.0,0.0,0.0
OSWorld-Verified,S8,validation_finalization,context_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S8,validation_finalization,event_count,15558,1.0,1.0,3.0,3.0
OSWorld-Verified,S8,validation_finalization,llm_total_tokens,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S8,validation_finalization,recovery_count,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S8,validation_finalization,runtime_log_bytes,15558,0.9506363285769379,22917.0,281859.0499999999,1392693.0
OSWorld-Verified,S8,validation_finalization,screenshot_bytes,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S8,validation_finalization,tool_call_count,15558,0.0,0.0,0.0,0.0
OSWorld-Verified,S8,validation_finalization,tool_payload_bytes,15558,0.0,0.0,0.0,0.0
TerminalTraj,S0,setup,context_bytes,20000,0.0,0.0,0.0,0.0
TerminalTraj,S0,setup,event_count,20000,1.0,1.0,1.0,1.0
TerminalTraj,S0,setup,llm_total_tokens,20000,0.0,0.0,0.0,0.0
TerminalTraj,S0,setup,recovery_count,20000,0.0,0.0,0.0,0.0
TerminalTraj,S0,setup,runtime_log_bytes,20000,1.0,3587.0,4911.049999999999,10634.0
TerminalTraj,S0,setup,screenshot_bytes,20000,0.0,0.0,0.0,0.0
TerminalTraj,S0,setup,tool_call_count,20000,0.0,0.0,0.0,0.0
TerminalTraj,S0,setup,tool_payload_bytes,20000,0.0,0.0,0.0,0.0
TerminalTraj,S1,goal_interpretation_planning,context_bytes,20000,0.0,0.0,0.0,0.0
TerminalTraj,S1,goal_interpretation_planning,event_count,20000,1.0,14.0,40.0,188.0
TerminalTraj,S1,goal_interpretation_planning,llm_total_tokens,20000,1.0,1403.0,3391.0999999999985,13798.0
TerminalTraj,S1,goal_interpretation_planning,recovery_count,20000,0.0,0.0,0.0,0.0
TerminalTraj,S1,goal_interpretation_planning,runtime_log_bytes,20000,0.0,0.0,0.0,0.0
TerminalTraj,S1,goal_interpretation_planning,screenshot_bytes,20000,0.0,0.0,0.0,0.0
TerminalTraj,S1,goal_interpretation_planning,tool_call_count,20000,0.0,0.0,0.0,0.0
TerminalTraj,S1,goal_interpretation_planning,tool_payload_bytes,20000,0.0,0.0,0.0,0.0
TerminalTraj,S2,observation_capture,context_bytes,20000,1.0,10355.5,41318.399999999994,350822.0
TerminalTraj,S2,observation_capture,event_count,20000,1.0,14.0,40.0,188.0
TerminalTraj,S2,observation_capture,llm_total_tokens,20000,0.0,0.0,0.0,0.0
TerminalTraj,S2,observation_capture,recovery_count,20000,0.0,0.0,0.0,0.0
TerminalTraj,S2,observation_capture,runtime_log_bytes,20000,0.0,0.0,0.0,0.0
TerminalTraj,S2,observation_capture,screenshot_bytes,20000,0.0,0.0,0.0,0.0
TerminalTraj,S2,observation_capture,tool_call_count,20000,0.0,0.0,0.0,0.0
TerminalTraj,S2,observation_capture,tool_payload_bytes,20000,0.0,0.0,0.0,0.0
TerminalTraj,S3,context_building,context_bytes,20000,1.0,10355.5,41318.399999999994,350822.0
TerminalTraj,S3,context_building,event_count,20000,1.0,14.0,40.0,188.0
TerminalTraj,S3,context_building,llm_total_tokens,20000,0.0,0.0,0.0,0.0
TerminalTraj,S3,context_building,recovery_count,20000,0.0,0.0,0.0,0.0
TerminalTraj,S3,context_building,runtime_log_bytes,20000,0.0,0.0,0.0,0.0
TerminalTraj,S3,context_building,screenshot_bytes,20000,0.0,0.0,0.0,0.0
TerminalTraj,S3,context_building,tool_call_count,20000,0.0,0.0,0.0,0.0
TerminalTraj,S3,context_building,tool_payload_bytes,20000,0.0,0.0,0.0,0.0
TerminalTraj,S4,action_decision,context_bytes,20000,0.0,0.0,0.0,0.0
TerminalTraj,S4,action_decision,event_count,20000,1.0,14.0,40.0,188.0
TerminalTraj,S4,action_decision,llm_total_tokens,20000,1.0,2204.0,6389.049999999999,29798.0
TerminalTraj,S4,action_decision,recovery_count,20000,0.0,0.0,0.0,0.0
TerminalTraj,S4,action_decision,runtime_log_bytes,20000,0.0,0.0,0.0,0.0
TerminalTraj,S4,action_decision,screenshot_bytes,20000,0.0,0.0,0.0,0.0
TerminalTraj,S4,action_decision,tool_call_count,20000,1.0,12.0,39.0,186.0
TerminalTraj,S4,action_decision,tool_payload_bytes,20000,0.99995,1163.0,9003.149999999998,58066.0
TerminalTraj,S5,actuation_terminal,context_bytes,20000,0.0,0.0,0.0,0.0
TerminalTraj,S5,actuation_terminal,event_count,20000,1.0,12.0,38.0,186.0
TerminalTraj,S5,actuation_terminal,llm_total_tokens,20000,0.0,0.0,0.0,0.0
TerminalTraj,S5,actuation_terminal,recovery_count,20000,0.0,0.0,0.0,0.0
TerminalTraj,S5,actuation_terminal,runtime_log_bytes,20000,0.0,0.0,0.0,0.0
TerminalTraj,S5,actuation_terminal,screenshot_bytes,20000,0.0,0.0,0.0,0.0
TerminalTraj,S5,actuation_terminal,tool_call_count,20000,1.0,12.0,39.0,186.0
TerminalTraj,S5,actuation_terminal,tool_payload_bytes,20000,0.99995,2326.0,18006.299999999996,116132.0
TerminalTraj,S6,environment_result_wait,context_bytes,19143,0.0,0.0,0.0,0.0
TerminalTraj,S6,environment_result_wait,event_count,19143,1.0,13.0,39.0,187.0
TerminalTraj,S6,environment_result_wait,llm_total_tokens,19143,0.0,0.0,0.0,0.0
TerminalTraj,S6,environment_result_wait,recovery_count,19143,0.0,0.0,0.0,0.0
TerminalTraj,S6,environment_result_wait,runtime_log_bytes,19143,1.0,7017.0,38098.09999999993,346236.0
TerminalTraj,S6,environment_result_wait,screenshot_bytes,19143,0.0,0.0,0.0,0.0
TerminalTraj,S6,environment_result_wait,tool_call_count,19143,0.0,0.0,0.0,0.0
TerminalTraj,S6,environment_result_wait,tool_payload_bytes,19143,0.0,0.0,0.0,0.0
TerminalTraj,S7,feedback_error_recovery,context_bytes,13299,0.0,0.0,0.0,0.0
TerminalTraj,S7,feedback_error_recovery,event_count,13299,1.0,2.0,9.0,75.0
TerminalTraj,S7,feedback_error_recovery,llm_total_tokens,13299,0.0,0.0,0.0,0.0
TerminalTraj,S7,feedback_error_recovery,recovery_count,13299,1.0,4.0,18.0,150.0
TerminalTraj,S7,feedback_error_recovery,runtime_log_bytes,13299,0.0,0.0,0.0,0.0
TerminalTraj,S7,feedback_error_recovery,screenshot_bytes,13299,0.0,0.0,0.0,0.0
TerminalTraj,S7,feedback_error_recovery,tool_call_count,13299,0.0,0.0,0.0,0.0
TerminalTraj,S7,feedback_error_recovery,tool_payload_bytes,13299,0.0,0.0,0.0,0.0
TerminalTraj,S8,validation_finalization,context_bytes,17914,0.0,0.0,0.0,0.0
TerminalTraj,S8,validation_finalization,event_count,17914,1.0,2.0,2.0,6.0
TerminalTraj,S8,validation_finalization,llm_total_tokens,17914,0.0,0.0,0.0,0.0
TerminalTraj,S8,validation_finalization,recovery_count,17914,0.0,0.0,0.0,0.0
TerminalTraj,S8,validation_finalization,runtime_log_bytes,17914,0.0,0.0,0.0,0.0
TerminalTraj,S8,validation_finalization,screenshot_bytes,17914,0.0,0.0,0.0,0.0
TerminalTraj,S8,validation_finalization,tool_call_count,17914,0.0,0.0,0.0,0.0
TerminalTraj,S8,validation_finalization,tool_payload_bytes,17914,0.0,0.0,0.0,0.0
tau-bench,S1,goal_interpretation_planning,context_bytes,1980,1.0,5718.0,6155.0,6155.0
tau-bench,S1,goal_interpretation_planning,event_count,1980,1.0,1.0,1.0,1.0
tau-bench,S1,goal_interpretation_planning,llm_total_tokens,1980,1.0,1430.0,1539.0,1539.0
tau-bench,S1,goal_interpretation_planning,recovery_count,1980,0.0,0.0,0.0,0.0
tau-bench,S1,goal_interpretation_planning,runtime_log_bytes,1980,0.0,0.0,0.0,0.0
tau-bench,S1,goal_interpretation_planning,screenshot_bytes,1980,0.0,0.0,0.0,0.0
tau-bench,S1,goal_interpretation_planning,tool_call_count,1980,0.0,0.0,0.0,0.0
tau-bench,S1,goal_interpretation_planning,tool_payload_bytes,1980,0.0,0.0,0.0,0.0
tau-bench,S2,observation_capture,context_bytes,1980,1.0,671.0,1396.2999999999997,3911.0
tau-bench,S2,observation_capture,event_count,1980,1.0,7.0,11.0,30.0
tau-bench,S2,observation_capture,llm_total_tokens,1980,1.0,170.0,351.0,989.0
tau-bench,S2,observation_capture,recovery_count,1980,0.0,0.0,0.0,0.0
tau-bench,S2,observation_capture,runtime_log_bytes,1980,0.0,0.0,0.0,0.0
tau-bench,S2,observation_capture,screenshot_bytes,1980,0.0,0.0,0.0,0.0
tau-bench,S2,observation_capture,tool_call_count,1980,0.0,0.0,0.0,0.0
tau-bench,S2,observation_capture,tool_payload_bytes,1980,0.0,0.0,0.0,0.0
tau-bench,S4,action_decision,context_bytes,1980,0.0,0.0,0.0,0.0
tau-bench,S4,action_decision,event_count,1980,1.0,12.0,21.0,30.0
tau-bench,S4,action_decision,llm_total_tokens,1980,1.0,925.5,1993.2499999999998,4419.0
tau-bench,S4,action_decision,recovery_count,1980,0.0,0.0,0.0,0.0
tau-bench,S4,action_decision,runtime_log_bytes,1980,0.0,0.0,0.0,0.0
tau-bench,S4,action_decision,screenshot_bytes,1980,0.0,0.0,0.0,0.0
tau-bench,S4,action_decision,tool_call_count,1980,0.98989898989899,7.0,13.0,27.0
tau-bench,S4,action_decision,tool_payload_bytes,1980,0.0,0.0,0.0,0.0
tau-bench,S5,actuation_tool_call,context_bytes,1960,0.0,0.0,0.0,0.0
tau-bench,S5,actuation_tool_call,event_count,1960,1.0,7.0,13.0,27.0
tau-bench,S5,actuation_tool_call,llm_total_tokens,1960,0.0,0.0,0.0,0.0
tau-bench,S5,actuation_tool_call,recovery_count,1960,0.0,0.0,0.0,0.0
tau-bench,S5,actuation_tool_call,runtime_log_bytes,1960,0.0,0.0,0.0,0.0
tau-bench,S5,actuation_tool_call,screenshot_bytes,1960,0.0,0.0,0.0,0.0
tau-bench,S5,actuation_tool_call,tool_call_count,1960,1.0,7.0,13.0,27.0
tau-bench,S5,actuation_tool_call,tool_payload_bytes,1960,1.0,385.5,1157.1,5178.0
tau-bench,S6,environment_result_wait,context_bytes,1938,1.0,5563.0,12374.249999999982,33041.0
tau-bench,S6,environment_result_wait,event_count,1938,1.0,7.0,12.0,27.0
tau-bench,S6,environment_result_wait,llm_total_tokens,1938,0.0,0.0,0.0,0.0
tau-bench,S6,environment_result_wait,recovery_count,1938,0.0,0.0,0.0,0.0
tau-bench,S6,environment_result_wait,runtime_log_bytes,1938,0.0,0.0,0.0,0.0
tau-bench,S6,environment_result_wait,screenshot_bytes,1938,0.0,0.0,0.0,0.0
tau-bench,S6,environment_result_wait,tool_call_count,1938,0.0,0.0,0.0,0.0
tau-bench,S6,environment_result_wait,tool_payload_bytes,1938,0.0,0.0,0.0,0.0
tau-bench,S7,feedback_error_recovery,context_bytes,973,0.0,0.0,0.0,0.0
tau-bench,S7,feedback_error_recovery,event_count,973,1.0,2.0,6.0,19.0
tau-bench,S7,feedback_error_recovery,llm_total_tokens,973,0.0,0.0,0.0,0.0
tau-bench,S7,feedback_error_recovery,recovery_count,973,1.0,2.0,6.0,19.0
tau-bench,S7,feedback_error_recovery,runtime_log_bytes,973,0.0,0.0,0.0,0.0
tau-bench,S7,feedback_error_recovery,screenshot_bytes,973,0.0,0.0,0.0,0.0
tau-bench,S7,feedback_error_recovery,tool_call_count,973,0.0,0.0,0.0,0.0
tau-bench,S7,feedback_error_recovery,tool_payload_bytes,973,0.0,0.0,0.0,0.0
tau-bench,S8,validation_finalization,context_bytes,1980,0.0,0.0,0.0,0.0
tau-bench,S8,validation_finalization,event_count,1980,1.0,1.0,1.0,1.0
tau-bench,S8,validation_finalization,llm_total_tokens,1980,0.0,0.0,0.0,0.0
tau-bench,S8,validation_finalization,recovery_count,1980,0.0,0.0,0.0,0.0
tau-bench,S8,validation_finalization,runtime_log_bytes,1980,0.0,0.0,0.0,0.0
tau-bench,S8,validation_finalization,screenshot_bytes,1980,0.0,0.0,0.0,0.0
tau-bench,S8,validation_finalization,tool_call_count,1980,0.0,0.0,0.0,0.0
tau-bench,S8,validation_finalization,tool_payload_bytes,1980,0.0,0.0,0.0,0.0
