source,scope,stage_id,stage_name,event_count,elapsed_coverage_ratio
OSWorld-Verified,claude-3-7-sonnet-20250219-100steps,S2,observation_capture,11012,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-100steps,S3,context_building,11012,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-100steps,S4,action_decision,11012,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-100steps,S5,actuation_desktop_gui,11012,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-100steps,S6,environment_result_wait,11012,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-100steps,S7,feedback_error_recovery,42,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-100steps,S8,validation_finalization,361,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-15steps,S0,setup,361,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-15steps,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-15steps,S2,observation_capture,4539,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-15steps,S3,context_building,4539,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-15steps,S4,action_decision,4539,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-15steps,S5,actuation_desktop_gui,4539,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-15steps,S6,environment_result_wait,4539,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-15steps,S7,feedback_error_recovery,6,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-15steps,S8,validation_finalization,361,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-50steps,S0,setup,361,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-50steps,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-50steps,S2,observation_capture,9487,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-50steps,S3,context_building,9487,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-50steps,S4,action_decision,9487,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-50steps,S5,actuation_desktop_gui,9487,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-50steps,S6,environment_result_wait,9487,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-50steps,S7,feedback_error_recovery,12,0.0
OSWorld-Verified,claude-3-7-sonnet-20250219-50steps,S8,validation_finalization,361,0.0
OSWorld-Verified,claude-4-sonnet-20250514-100steps,S0,setup,361,0.0
OSWorld-Verified,claude-4-sonnet-20250514-100steps,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,claude-4-sonnet-20250514-100steps,S2,observation_capture,10128,0.0
OSWorld-Verified,claude-4-sonnet-20250514-100steps,S3,context_building,10128,0.0
OSWorld-Verified,claude-4-sonnet-20250514-100steps,S4,action_decision,10128,0.0
OSWorld-Verified,claude-4-sonnet-20250514-100steps,S5,actuation_desktop_gui,10128,0.0
OSWorld-Verified,claude-4-sonnet-20250514-100steps,S6,environment_result_wait,10128,0.0
OSWorld-Verified,claude-4-sonnet-20250514-100steps,S7,feedback_error_recovery,17,0.0
OSWorld-Verified,claude-4-sonnet-20250514-100steps,S8,validation_finalization,361,0.0
OSWorld-Verified,claude-4-sonnet-20250514-15steps,S0,setup,361,0.0
OSWorld-Verified,claude-4-sonnet-20250514-15steps,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,claude-4-sonnet-20250514-15steps,S2,observation_capture,4514,0.0
OSWorld-Verified,claude-4-sonnet-20250514-15steps,S3,context_building,4514,0.0
OSWorld-Verified,claude-4-sonnet-20250514-15steps,S4,action_decision,4514,0.0
OSWorld-Verified,claude-4-sonnet-20250514-15steps,S5,actuation_desktop_gui,4514,0.0
OSWorld-Verified,claude-4-sonnet-20250514-15steps,S6,environment_result_wait,4514,0.0
OSWorld-Verified,claude-4-sonnet-20250514-15steps,S7,feedback_error_recovery,2,0.0
OSWorld-Verified,claude-4-sonnet-20250514-15steps,S8,validation_finalization,361,0.0
OSWorld-Verified,claude-4-sonnet-20250514-50steps,S0,setup,361,0.0
OSWorld-Verified,claude-4-sonnet-20250514-50steps,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,claude-4-sonnet-20250514-50steps,S2,observation_capture,8748,0.0
OSWorld-Verified,claude-4-sonnet-20250514-50steps,S3,context_building,8748,0.0
OSWorld-Verified,claude-4-sonnet-20250514-50steps,S4,action_decision,8748,0.0
OSWorld-Verified,claude-4-sonnet-20250514-50steps,S5,actuation_desktop_gui,8748,0.0
OSWorld-Verified,claude-4-sonnet-20250514-50steps,S6,environment_result_wait,8748,0.0
OSWorld-Verified,claude-4-sonnet-20250514-50steps,S7,feedback_error_recovery,18,0.0
OSWorld-Verified,claude-4-sonnet-20250514-50steps,S8,validation_finalization,361,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_100steps,S0,setup,361,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_100steps,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_100steps,S2,observation_capture,11571,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_100steps,S3,context_building,11571,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_100steps,S4,action_decision,11571,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_100steps,S5,actuation_desktop_gui,11571,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_100steps,S6,environment_result_wait,11571,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_100steps,S7,feedback_error_recovery,259,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_100steps,S8,validation_finalization,361,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_15steps,S0,setup,361,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_15steps,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_15steps,S2,observation_capture,4941,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_15steps,S3,context_building,4941,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_15steps,S4,action_decision,4941,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_15steps,S5,actuation_desktop_gui,4941,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_15steps,S6,environment_result_wait,4941,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_15steps,S7,feedback_error_recovery,52,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_15steps,S8,validation_finalization,361,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_50steps,S0,setup,361,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_50steps,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_50steps,S2,observation_capture,9170,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_50steps,S3,context_building,9170,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_50steps,S4,action_decision,9170,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_50steps,S5,actuation_desktop_gui,9170,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_50steps,S6,environment_result_wait,9170,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_50steps,S7,feedback_error_recovery,161,0.0
OSWorld-Verified,claude-sonnet-4-5-20250929_50steps,S8,validation_finalization,361,0.0
OSWorld-Verified,doubao-1-5-thinking-vision-pro-250428-100step,S0,setup,361,0.0
OSWorld-Verified,doubao-1-5-thinking-vision-pro-250428-100step,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,doubao-1-5-thinking-vision-pro-250428-100step,S2,observation_capture,12607,0.0
OSWorld-Verified,doubao-1-5-thinking-vision-pro-250428-100step,S3,context_building,12607,0.0
OSWorld-Verified,doubao-1-5-thinking-vision-pro-250428-100step,S4,action_decision,12607,0.0
OSWorld-Verified,doubao-1-5-thinking-vision-pro-250428-100step,S5,actuation_desktop_gui,12607,0.0
OSWorld-Verified,doubao-1-5-thinking-vision-pro-250428-100step,S6,environment_result_wait,12607,0.0
OSWorld-Verified,doubao-1-5-thinking-vision-pro-250428-100step,S7,feedback_error_recovery,2,0.0
OSWorld-Verified,doubao-1-5-thinking-vision-pro-250428-100step,S8,validation_finalization,361,0.0
OSWorld-Verified,doubao-1-5-thinking-vision-pro-250428-15step,S0,setup,361,0.0
OSWorld-Verified,doubao-1-5-thinking-vision-pro-250428-15step,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,doubao-1-5-thinking-vision-pro-250428-15step,S2,observation_capture,4237,0.0
OSWorld-Verified,doubao-1-5-thinking-vision-pro-250428-15step,S3,context_building,4237,0.0
OSWorld-Verified,doubao-1-5-thinking-vision-pro-250428-15step,S4,action_decision,4237,0.0
OSWorld-Verified,doubao-1-5-thinking-vision-pro-250428-15step,S5,actuation_desktop_gui,4237,0.0
OSWorld-Verified,doubao-1-5-thinking-vision-pro-250428-15step,S6,environment_result_wait,4237,0.0
OSWorld-Verified,doubao-1-5-thinking-vision-pro-250428-15step,S7,feedback_error_recovery,5,0.0
OSWorld-Verified,doubao-1-5-thinking-vision-pro-250428-15step,S8,validation_finalization,361,0.0
OSWorld-Verified,evocua_20260105,S0,setup,361,0.0
OSWorld-Verified,evocua_20260105,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,evocua_20260105,S2,observation_capture,10233,0.0
OSWorld-Verified,evocua_20260105,S3,context_building,10233,0.0
OSWorld-Verified,evocua_20260105,S4,action_decision,10233,0.0
OSWorld-Verified,evocua_20260105,S5,actuation_desktop_gui,10233,0.0
OSWorld-Verified,evocua_20260105,S6,environment_result_wait,10233,0.0
OSWorld-Verified,evocua_20260105,S7,feedback_error_recovery,263,0.0
OSWorld-Verified,evocua_20260105,S8,validation_finalization,361,0.0
OSWorld-Verified,evocua_8b_20260105,S0,setup,361,0.0
OSWorld-Verified,evocua_8b_20260105,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,evocua_8b_20260105,S2,observation_capture,11153,0.0
OSWorld-Verified,evocua_8b_20260105,S3,context_building,11153,0.0
OSWorld-Verified,evocua_8b_20260105,S4,action_decision,11153,0.0
OSWorld-Verified,evocua_8b_20260105,S5,actuation_desktop_gui,11153,0.0
OSWorld-Verified,evocua_8b_20260105,S6,environment_result_wait,11153,0.0
OSWorld-Verified,evocua_8b_20260105,S7,feedback_error_recovery,525,0.0
OSWorld-Verified,evocua_8b_20260105,S8,validation_finalization,361,0.0
OSWorld-Verified,jedi-7b-4o-100steps,S0,setup,361,0.0
OSWorld-Verified,jedi-7b-4o-100steps,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,jedi-7b-4o-100steps,S2,observation_capture,12730,0.0
OSWorld-Verified,jedi-7b-4o-100steps,S3,context_building,12730,0.0
OSWorld-Verified,jedi-7b-4o-100steps,S4,action_decision,12730,0.0
OSWorld-Verified,jedi-7b-4o-100steps,S5,actuation_desktop_gui,12730,0.0
OSWorld-Verified,jedi-7b-4o-100steps,S6,environment_result_wait,12730,0.0
OSWorld-Verified,jedi-7b-4o-100steps,S7,feedback_error_recovery,171,0.0
OSWorld-Verified,jedi-7b-4o-100steps,S8,validation_finalization,361,0.0
OSWorld-Verified,jedi-7b-4o-15steps,S0,setup,361,0.0
OSWorld-Verified,jedi-7b-4o-15steps,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,jedi-7b-4o-15steps,S2,observation_capture,3914,0.0
OSWorld-Verified,jedi-7b-4o-15steps,S3,context_building,3914,0.0
OSWorld-Verified,jedi-7b-4o-15steps,S4,action_decision,3914,0.0
OSWorld-Verified,jedi-7b-4o-15steps,S5,actuation_desktop_gui,3914,0.0
OSWorld-Verified,jedi-7b-4o-15steps,S6,environment_result_wait,3914,0.0
OSWorld-Verified,jedi-7b-4o-15steps,S7,feedback_error_recovery,24,0.0
OSWorld-Verified,jedi-7b-4o-15steps,S8,validation_finalization,361,0.0
OSWorld-Verified,jedi-7b-4o-50steps,S0,setup,361,0.0
OSWorld-Verified,jedi-7b-4o-50steps,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,jedi-7b-4o-50steps,S2,observation_capture,8926,0.0
OSWorld-Verified,jedi-7b-4o-50steps,S3,context_building,8926,0.0
OSWorld-Verified,jedi-7b-4o-50steps,S4,action_decision,8926,0.0
OSWorld-Verified,jedi-7b-4o-50steps,S5,actuation_desktop_gui,8926,0.0
OSWorld-Verified,jedi-7b-4o-50steps,S6,environment_result_wait,8926,0.0
OSWorld-Verified,jedi-7b-4o-50steps,S7,feedback_error_recovery,74,0.0
OSWorld-Verified,jedi-7b-4o-50steps,S8,validation_finalization,361,0.0
OSWorld-Verified,jedi-7b-o3-100steps,S0,setup,361,0.0
OSWorld-Verified,jedi-7b-o3-100steps,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,jedi-7b-o3-100steps,S2,observation_capture,9696,0.0
OSWorld-Verified,jedi-7b-o3-100steps,S3,context_building,9696,0.0
OSWorld-Verified,jedi-7b-o3-100steps,S4,action_decision,9696,0.0
OSWorld-Verified,jedi-7b-o3-100steps,S5,actuation_desktop_gui,9696,0.0
OSWorld-Verified,jedi-7b-o3-100steps,S6,environment_result_wait,9696,0.0
OSWorld-Verified,jedi-7b-o3-100steps,S7,feedback_error_recovery,113,0.0
OSWorld-Verified,jedi-7b-o3-100steps,S8,validation_finalization,361,0.0
OSWorld-Verified,jedi-7b-o3-15steps,S0,setup,361,0.0
OSWorld-Verified,jedi-7b-o3-15steps,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,jedi-7b-o3-15steps,S2,observation_capture,3942,0.0
OSWorld-Verified,jedi-7b-o3-15steps,S3,context_building,3942,0.0
OSWorld-Verified,jedi-7b-o3-15steps,S4,action_decision,3942,0.0
OSWorld-Verified,jedi-7b-o3-15steps,S5,actuation_desktop_gui,3942,0.0
OSWorld-Verified,jedi-7b-o3-15steps,S6,environment_result_wait,3942,0.0
OSWorld-Verified,jedi-7b-o3-15steps,S7,feedback_error_recovery,22,0.0
OSWorld-Verified,jedi-7b-o3-15steps,S8,validation_finalization,361,0.0
OSWorld-Verified,jedi-7b-o3-50steps,S0,setup,361,0.0
OSWorld-Verified,jedi-7b-o3-50steps,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,jedi-7b-o3-50steps,S2,observation_capture,8596,0.0
OSWorld-Verified,jedi-7b-o3-50steps,S3,context_building,8596,0.0
OSWorld-Verified,jedi-7b-o3-50steps,S4,action_decision,8596,0.0
OSWorld-Verified,jedi-7b-o3-50steps,S5,actuation_desktop_gui,8596,0.0
OSWorld-Verified,jedi-7b-o3-50steps,S6,environment_result_wait,8596,0.0
OSWorld-Verified,jedi-7b-o3-50steps,S7,feedback_error_recovery,60,0.0
OSWorld-Verified,jedi-7b-o3-50steps,S8,validation_finalization,361,0.0
OSWorld-Verified,kimi-k25,S0,setup,359,0.0
OSWorld-Verified,kimi-k25,S1,goal_interpretation_planning,359,0.0
OSWorld-Verified,kimi-k25,S2,observation_capture,9551,0.0
OSWorld-Verified,kimi-k25,S3,context_building,9551,0.0
OSWorld-Verified,kimi-k25,S4,action_decision,9551,0.0
OSWorld-Verified,kimi-k25,S5,actuation_desktop_gui,9551,0.0
OSWorld-Verified,kimi-k25,S6,environment_result_wait,9551,0.0
OSWorld-Verified,kimi-k25,S7,feedback_error_recovery,250,0.0
OSWorld-Verified,kimi-k25,S8,validation_finalization,359,0.0
OSWorld-Verified,kimi-k26,S0,setup,358,0.0
OSWorld-Verified,kimi-k26,S1,goal_interpretation_planning,358,0.0
OSWorld-Verified,kimi-k26,S2,observation_capture,8956,0.0
OSWorld-Verified,kimi-k26,S3,context_building,8956,0.0
OSWorld-Verified,kimi-k26,S4,action_decision,8956,0.0
OSWorld-Verified,kimi-k26,S5,actuation_desktop_gui,8956,0.0
OSWorld-Verified,kimi-k26,S6,environment_result_wait,8956,0.0
OSWorld-Verified,kimi-k26,S7,feedback_error_recovery,291,0.0
OSWorld-Verified,kimi-k26,S8,validation_finalization,358,0.0
OSWorld-Verified,kimi-vl-a3b-100step,S0,setup,361,0.0
OSWorld-Verified,kimi-vl-a3b-100step,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,kimi-vl-a3b-100step,S2,observation_capture,18410,0.0
OSWorld-Verified,kimi-vl-a3b-100step,S3,context_building,18410,0.0
OSWorld-Verified,kimi-vl-a3b-100step,S4,action_decision,18410,0.0
OSWorld-Verified,kimi-vl-a3b-100step,S5,actuation_desktop_gui,18410,0.0
OSWorld-Verified,kimi-vl-a3b-100step,S6,environment_result_wait,18410,0.0
OSWorld-Verified,kimi-vl-a3b-100step,S7,feedback_error_recovery,1221,0.0
OSWorld-Verified,kimi-vl-a3b-100step,S8,validation_finalization,361,0.0
OSWorld-Verified,kimi-vl-a3b-15step,S0,setup,361,0.0
OSWorld-Verified,kimi-vl-a3b-15step,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,kimi-vl-a3b-15step,S2,observation_capture,4615,0.0
OSWorld-Verified,kimi-vl-a3b-15step,S3,context_building,4615,0.0
OSWorld-Verified,kimi-vl-a3b-15step,S4,action_decision,4615,0.0
OSWorld-Verified,kimi-vl-a3b-15step,S5,actuation_desktop_gui,4615,0.0
OSWorld-Verified,kimi-vl-a3b-15step,S6,environment_result_wait,4615,0.0
OSWorld-Verified,kimi-vl-a3b-15step,S7,feedback_error_recovery,115,0.0
OSWorld-Verified,kimi-vl-a3b-15step,S8,validation_finalization,361,0.0
OSWorld-Verified,mobile-agent-v3-gui-owl-7b,S0,setup,361,0.0
OSWorld-Verified,mobile-agent-v3-gui-owl-7b,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,mobile-agent-v3-gui-owl-7b,S2,observation_capture,4111,0.0
OSWorld-Verified,mobile-agent-v3-gui-owl-7b,S3,context_building,4111,0.0
OSWorld-Verified,mobile-agent-v3-gui-owl-7b,S4,action_decision,4111,0.0
OSWorld-Verified,mobile-agent-v3-gui-owl-7b,S5,actuation_desktop_gui,4111,0.0
OSWorld-Verified,mobile-agent-v3-gui-owl-7b,S6,environment_result_wait,4111,0.0
OSWorld-Verified,mobile-agent-v3-gui-owl-7b,S7,feedback_error_recovery,54,0.0
OSWorld-Verified,mobile-agent-v3-gui-owl-7b,S8,validation_finalization,361,0.0
OSWorld-Verified,mobileagent_v3,S0,setup,361,0.0
OSWorld-Verified,mobileagent_v3,S1,goal_interpretation_planning,361,0.0
OSWorld-Verified,mobileagent_v3,S2,observation_capture,9302,0.0
OSWorld-Verified,mobileagent_v3,S3,context_building,9302,0.0
OSWorld-Verified,mobileagent_v3,S4,action_decision,9302,0.0
OSWorld-Verified,mobileagent_v3,S5,actuation_desktop_gui,9302,0.0
OSWorld-Verified,mobileagent_v3,S6,environment_result_wait,9302,0.0
OSWorld-Verified,mobileagent_v3,S7,feedback_error_recovery,48,0.0
OSWorld-Verified,mobileagent_v3,S8,validation_finalization,361,0.0
OSWorld-Verified,o3_100steps,S0,setup,369,0.0
OSWorld-Verified,o3_100steps,S1,goal_interpretation_planning,369,0.0
OSWorld-Verified,o3_100steps,S2,observation_capture,19036,0.0
OSWorld-Verified,o3_100steps,S3,context_building,19036,0.0
OSWorld-Verified,o3_100steps,S4,action_decision,19036,0.0
OSWorld-Verified,o3_100steps,S5,actuation_desktop_gui,19036,0.0
OSWorld-Verified,o3_100steps,S6,environment_result_wait,19036,0.0
OSWorld-Verified,o3_100steps,S7,feedback_error_recovery,129,0.0
OSWorld-Verified,o3_100steps,S8,validation_finalization,369,0.0
OSWorld-Verified,o3_15steps,S0,setup,369,0.0
OSWorld-Verified,o3_15steps,S1,goal_interpretation_planning,369,0.0
OSWorld-Verified,o3_15steps,S2,observation_capture,4904,0.0
OSWorld-Verified,o3_15steps,S3,context_building,4904,0.0
OSWorld-Verified,o3_15steps,S4,action_decision,4904,0.0
OSWorld-Verified,o3_15steps,S5,actuation_desktop_gui,4904,0.0
OSWorld-Verified,o3_15steps,S6,environment_result_wait,4904,0.0
OSWorld-Verified,o3_15steps,S7,feedback_error_recovery,33,0.0
OSWorld-Verified,o3_15steps,S8,validation_finalization,369,0.0
OSWorld-Verified,o3_50steps,S0,setup,369,0.0
OSWorld-Verified,o3_50steps,S1,goal_interpretation_planning,369,0.0
OSWorld-Verified,o3_50steps,S2,observation_capture,13998,0.0
OSWorld-Verified,o3_50steps,S3,context_building,13998,0.0
OSWorld-Verified,o3_50steps,S4,action_decision,13998,0.0
OSWorld-Verified,o3_50steps,S5,actuation_desktop_gui,13998,0.0
OSWorld-Verified,o3_50steps,S6,environment_result_wait,13998,0.0
OSWorld-Verified,o3_50steps,S7,feedback_error_recovery,81,0.0
OSWorld-Verified,o3_50steps,S8,validation_finalization,369,0.0
OSWorld-Verified,o3_gta1_100steps,S0,setup,369,0.0
OSWorld-Verified,o3_gta1_100steps,S1,goal_interpretation_planning,369,0.0
OSWorld-Verified,o3_gta1_100steps,S2,observation_capture,10967,0.0
OSWorld-Verified,o3_gta1_100steps,S3,context_building,10967,0.0
OSWorld-Verified,o3_gta1_100steps,S4,action_decision,10967,0.0
OSWorld-Verified,o3_gta1_100steps,S5,actuation_desktop_gui,10967,0.0
OSWorld-Verified,o3_gta1_100steps,S6,environment_result_wait,10967,0.0
OSWorld-Verified,o3_gta1_100steps,S7,feedback_error_recovery,1,0.0
OSWorld-Verified,o3_gta1_100steps,S8,validation_finalization,369,0.0
OSWorld-Verified,o3_gta1_50steps,S0,setup,369,0.0
OSWorld-Verified,o3_gta1_50steps,S1,goal_interpretation_planning,369,0.0
OSWorld-Verified,o3_gta1_50steps,S2,observation_capture,8399,0.0
OSWorld-Verified,o3_gta1_50steps,S3,context_building,8399,0.0
OSWorld-Verified,o3_gta1_50steps,S4,action_decision,8399,0.0
OSWorld-Verified,o3_gta1_50steps,S5,actuation_desktop_gui,8399,0.0
OSWorld-Verified,o3_gta1_50steps,S6,environment_result_wait,8399,0.0
OSWorld-Verified,o3_gta1_50steps,S7,feedback_error_recovery,7,0.0
OSWorld-Verified,o3_gta1_50steps,S8,validation_finalization,369,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-100steps,S0,setup,1083,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-100steps,S1,goal_interpretation_planning,1083,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-100steps,S2,observation_capture,25926,0.0
OSWorld-Verified,opencua_agent-opencua_32b-cot_l2-action_history-3image-Ubuntu-100steps,S3,context_building,25926,0.0
